ID	Match	Match Start	Match End	Start	End	Label	Link
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			30.13	30.3	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			30.3	30.38	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			30.38	31.39	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			31.39	31.43	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			31.43	33.29	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			33.29	33.43	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			33.43	33.58	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			33.58	34.05	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			34.05	36.27	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			36.27	36.47	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			36.47	37.14	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			37.14	37.37	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			37.37	38.57	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			38.57	39.09	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			39.09	41.09	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			41.09	41.14	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			41.14	41.2	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			41.2	41.24	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			41.24	42.43	0	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			42.43	43.15	1	https://youtu.be/_vmk8_zSYPo
1	UOL vs TES _ Worlds Group Stage Day 8 _ Unicorns Of Love vs Top Esports (2020).wav			43.15	43.26	0	https://youtu.be/_vmk8_zSYPo
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav	8.55	38.3	8.55	10.06	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			10.06	10.2	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			10.2	11.59	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			11.59	12	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			12	13.02	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			13.02	13.05	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			13.05	15.25	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			15.25	15.48	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			15.48	15.53	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			15.53	16.19	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			16.19	17.46	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			17.46	18.14	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			18.14	18.33	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			18.33	18.45	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			18.45	18.51	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			18.51	18.55	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			18.55	20.26	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			20.26	21.1	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			21.1	22.33	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			22.33	22.4	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			22.4	25.56	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			25.56	26.01	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			26.01	28.15	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			28.15	28.2	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			28.2	28.44	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			28.44	29	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			29	29.23	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			29.23	29.37	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			29.37	30.09	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.09	30.13	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.13	30.19	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.19	30.25	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.25	30.41	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.41	30.48	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.48	30.54	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			30.54	31.31	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			31.31	34.47	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			34.47	34.56	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			34.56	37.37	0	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			37.39	38.04	1	https://youtu.be/DfdfGiCqAtE
2	UOL vs FLY _ Worlds Group Stage Day 8 _ Unicorns Of Love vs FlyQuest (2020).wav			38.04	38.3	0	https://youtu.be/DfdfGiCqAtE
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav	10.17	42.26	10.17	11.14	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			11.14	11.31	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			11.31	13.36	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			13.36	13.44	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			13.44	15.26	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			15.26	15.34	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			15.34	15.4	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			15.4	15.49	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			15.49	17.18	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			17.18	17.22	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			17.22	18.3	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			18.3	18.44	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			18.44	19.35	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			19.35	19.43	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			19.43	19.48	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			19.48	20.03	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			20.03	22.08	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			22.08	22.16	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			22.16	22.19	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			22.19	22.22	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			22.22	27.58	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			27.58	28.1	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			28.1	33.55	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			33.55	34.17	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			34.17	35.48	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			35.48	35.52	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			35.52	38.49	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			38.49	39.02	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			39.02	41.42	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			41.42	41.47	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			41.47	41.52	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			41.52	41.55	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			41.55	41.58	0	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			41.58	42.17	1	https://youtu.be/3AmYj_omWWA
3	TES vs FLY _ Worlds Group Stage Day 8 _ Top Esports vs FlyQuest (2020).wav			42.17	42.26	0	https://youtu.be/3AmYj_omWWA
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav	12	41.42	12	14.13	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			14.13	14.17	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			14.17	15.31	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			15.31	15.49	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			15.49	19.08	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			19.08	19.19	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			19.19	19.32	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			19.32	19.36	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			19.36	22.03	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			22.03	22.08	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			22.08	22.32	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			22.32	22.4	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			22.4	22.5	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			22.5	22.56	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			22.56	24.44	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			24.44	24.52	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			24.52	25.33	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			25.33	26	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			26	28.2	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			28.2	28.45	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			28.45	30.51	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			30.51	30.56	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			30.56	37.28	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			37.28	38.14	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			38.14	38.17	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			38.17	38.4	1	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			38.4	41.06	0	https://youtu.be/nPUTJR8eHIE
4	FLY vs DRX _ Worlds Group Stage Day 8 _ FlyQuest vs DRX (2020).wav			41.06	41.4	1	https://youtu.be/nPUTJR8eHIE
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav	11.17	47.02	11.17	13.17	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			13.17	13.24	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			13.24	19.2	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			19.2	19.23	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			19.23	20.38	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			20.38	20.43	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			20.43	21.09	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			21.09	21.3	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			21.3	22.37	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			22.37	22.39	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			22.39	22.43	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			22.43	22.54	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			22.54	24.23	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			24.23	24.3	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			24.3	24.37	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			24.37	24.4	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			24.4	26.22	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			26.22	26.35	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			26.35	27.18	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			27.18	27.52	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			27.52	31.41	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			31.41	31.53	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			31.53	35.13	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			35.13	36	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			36	36.24	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			36.24	36.4	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			36.4	37.1	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			37.1	37.2	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			37.2	41.17	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			41.17	41.26	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			41.26	42.15	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			42.15	42.2	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			42.2	43.04	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			43.04	43.17	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			43.17	44.31	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			44.31	44.52	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			44.52	45.52	0	https://youtu.be/JJ9eyq5kLHo
